unit_code,name,description,comments,start_date,end_date,symbol
K76,Libra (avoirdupois) por pulgada cúbica psi,,,1/1/22,,(lb/in³)/psi
K77,Libra (avoirdupois) por psi,,,1/1/22,,lb/psi
K78,Libra (avoirdupois) por minuto,,,1/1/22,,lb/min
K79,Libra (avoirdupois) por minuto grados fahrenheit,,,1/1/22,,lb/(min·°F)
K80,Libra (avoirdupois) por minuto libra-fuerza por pulgada cuadrada,,,1/1/22,,(lb/min)/psi
K81,Libra (avoirdupois) por segundo,,,1/1/22,,lb/s
K82,Libra (avoirdupois)por segundo grados fahrenheit,,,1/1/22,,(lb/s)/°F
K83,Libra (avoirdupois) por segundo libra-fuerza por pulgada cuadrada,,,1/1/22,,(lb/s)/psi
K84,Libra por yarda cúbica ,,,1/1/22,,lb/yd³
K85,Libra-fuerza por pie cuadrado,,,1/1/22,,lbf/ft²
K86,Libra-fuerza por pulgada cuadrada grados fahrenheit,,,1/1/22,,psi/°F
K87,Libra-fuerza por pulgada cuadrada pulgada cúbica por segundo,,,1/1/22,,psi·in³/s
K88,Libra-fuerza por pulgada cuadrada litro por segundo,,,1/1/22,,psi·l/s
K89,Libra-fuerza por pulgada cuadrada metro cúbico por segundo,,,1/1/22,,psi·m³/s
K90,Libra-fuerza por pulgada cuadrada yarda cúbica por segundo,,,1/1/22,,psi·yd³/s
K91,Libra-fuerza segundo por pie cuadrado,,,1/1/22,,lbf·s/ft²
K92,Libra-fuerza segundo por pulgada cuadrada,,,1/1/22,,lbf·s/in²
K93,Reciprocidad psi,,,1/1/22,,1/psi
K94,"Cuarto (líquido, UK) por día",,,1/1/22,,qt (UK liq.)/d
K95,"Cuarto (líquido, UK) por hora",,,1/1/22,,qt (UK liq.)/h
K96,"Cuarto (líquido, UK) por minuto",,,1/1/22,,qt (UK liq.)/min
K97,"Cuarto (líquido, UK) por segundo",,,1/1/22,,qt (UK liq.)/s
K98,"Cuarto (líquido, estados unidos) por día",,,1/1/22,,qt (US liq.)/d
K99,"Cuarto (líquido, estados unidos) por hora",,,1/1/22,,qt (US liq.)/h
KA,Pastel,Unidad de conteo que define el número de pasteles (torta: objeto en forma de una masa plana y compacta).,,1/1/22,,
KAT,Katal, Una unidad de actividad catalítica que define la actividad catalítica de las enzimas y otros catalizadores.,,1/1/22,,kat
KB,Kilocaracter,Unidad de información igual a 10³ (1000) caracteres.,,1/1/22,,
KBA,Kilobar,,,1/1/22,,kbar
KCC,Kilogramo de cloruro de colina,Unidad de masa igual a mil gramos de cloruro de colina.,,1/1/22,,kg C₅ H₁₄ClNO
KD,Kilogram decimal,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
KDW,Kilogramo de peso neto drenado,"Unidad de masa que define el número neto de kilogramos de un producto, sin tener en cuenta el contenido líquido del producto.",,1/1/22,,kg/net eda
KEL,Kelvin,"Unidad de temperatura termodinámica, es la fracción 1/273,16 de la temperatura termodinámica del punto triple del agua. ",,1/1/22,,K
KF,Kilopacket,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
KGM,Kilogramo,Una unidad de masa igual a mil gramos.,,1/1/22,,kg
KGS,Kilogramo por segundo,,,1/1/22,,kg/s
KHY,Kilogramo de peróxido de hidrógeno,Unidad de masa igual a mil gramos de peróxido de hidrógeno.,,1/1/22,,kg H₂O₂
KHZ,Kilohertz,Medida de frecuencia que es igual a 1000 hertz.,,1/1/22,,kHz
KI,Kilogramo por milímetro de ancho,,,1/1/22,,
KIC,"Kilogramo, incluyendo el contenedor","Unidad de masa que define el número de kilogramos de un producto, incluido su contenedor.",,1/1/22,,
KIP,"Kilogramo, incluyendo el empaquetado interno","Unidad de masa que define el número de kilogramos de un producto, incluyendo sus materiales de embalaje internos.",,1/1/22,,
KJ,Kilosegmento,Unidad de información igual a 10³ (1000) segmentos.,,1/1/22,,
KJO,Kilojoule,,,1/1/22,,kJ
KL,Kilogramo por metro,,,1/1/22,,kg/m
KLK,Porcentaje de material seco láctico,Unidad de proporción que define el porcentaje de material láctico seco en un producto.,,1/1/22,,
KLX,Kilolux,Una unidad de iluminancia igual a mil lux.,,1/1/22,,klx
KMA,Kilogramo de metilamina,Unidad de masa igual a mil gramos de metilamina.,,1/1/22,,kg met.am.
KMH,Kilómetro por hora,,,1/1/22,,km/h
KMK,Kilómetro cuadrado,Es la unidad de superficie de área que se corresponde con un cuadrado de un kilómetro de lado.,,1/1/22,,km²
KMQ,Kilogramo por metro cúbico,Unidad de peso expresada en kilogramos de una sustancia que llena un volumen de un metro cúbico.,,1/1/22,,kg/m³
KMT,Kilómetro,"Es una unidad de longitud. Es el tercer múltiplo del metro, equivalente a 1000 metros. Su símbolo es km y no acepta plural ni lleva punto final —excepto cuando se encuentra como último elemento de una frase u oración— por no tratarse de una abreviatura.",,1/1/22,,km
KNI,Kilogramo de nitrógeno,Unidad de masa igual a mil gramos de nitrógeno.,,1/1/22,,kg N
KNM,Kolonewton por metro cuadrado,,,1/1/22,,KN/m2
KNS,Kilogramo sustancia nombrada,Unidad de masa igual a un kilogramo de una sustancia llamada.,,1/1/22,,
KNT,Nudo,"El nudo es una medida de velocidad utilizada tanto para navegación marítima como aérea, equivalente a 1852 m/hora. También se utiliza en meteorología para medir la velocidad de los vientos.",,1/1/22,,kn
KO,Miliequivalentes de potasa cáustica por gramo de producto,Unidad de conteo que define el número de miligramos de hidróxido de potasio por gramo de producto como una medida de la concentración de hidróxido de potasio en el producto.,,1/1/22,,
KPA,Kilopascal,,,1/1/22,,kPa
KPH,Kilogramo de hidróxido de potasio (potasa cáustica),Unidad de masa igual a mil gramos de hidróxido de potasio (potasa cáustica).,,1/1/22,,kg KOH
KPO,Kilogramo de óxido de potasio,Unidad de masa igual a mil gramos de óxido de potasio.,,1/1/22,,kg K₂O
KPP,Kilogramo de pentóxido de fósforo (anhídrido fosfórico),Unidad de masa igual a mil gramos de anhídrido fosfórico de pentóxido de fósforo.,,1/1/22,,
KR,Kiloroentgen,,,1/1/22,,kR
KS,Mil libras por pulgada cuadrada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
KSD,Kilogramo de sustancia 90% seco,Unidad de masa igual a mil gramos de una sustancia llamada 90% seca.,,1/1/22,,kg 90 % sdt
KSH,Kilogramo de hidróxido de sodio (sodio cáustica),Unidad de masa igual a mil gramos de hidróxido sódico (sosa cáustica).,,1/1/22,,kg NaOH
KT,Kit,"Unidad de conteo que define el número de kits (kit: bañera, barril o cubo).",,1/1/22,,
KTN,Kilotonelada Métrica,,,1/1/22,,kt
KUR,Kilogramo de uranio,Unidad de masa igual a mil gramos de uranio.,,1/1/22,,kg U
KVA,Kilovoltio - amperio,,,1/1/22,,kV·A
KVR,Kilovar,,,1/1/22,,kvar
KVT,Kilovoltio,,,1/1/22,,kV
KW,Kilogramo por milímetro,,,1/1/22,,kg/mm
KWH,Kilowatt hora,,,1/1/22,,kW·h
KWN,Kilowatt hora por metro cúbico normalizado,Kilowatt hora por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares).,Añadido. Nueva unidad añadida en esta versión de la lista de códigos,1/1/22,,
KWO,Kilogramo de trióxido de tungsteno,A unit of mass equal to one thousand grams of tungsten trioxide.,,1/1/22,,kg WO₃
KWS,Kilowatt hora por metro cúbico estándar,Kilowatt hora por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares).,Añadido. Nueva unidad añadida en esta versión de la lista de códigos,1/1/22,,
KWT,Kilowatt,,,1/1/22,,kW
KX,Mililitro por kilogramo,,,1/1/22,,ml/kg
L10,"Cuarto (líquido, estados unidos) por minuto",,,1/1/22,,qt (US liq.)/min
L11,"Cuarto (líquido, estados unidos) por segundo",,,1/1/22,,qt (US liq.)/s
L12,Metro por segundo kelvin,,,1/1/22,,(m/s)/K
L13,Metro por segundo bar,,,1/1/22,,(m/s)/bar
L14,Metro cuadrado hora grado celsius por kilocaloría (tabla internacional),,,1/1/22,,m²·h·°C/kcal
L15,Milipascal segundo por kelvin,,,1/1/22,,mPa·s/K
L16,Milipascal segundo por bar,,,1/1/22,,mPa·s/bar
L17,Miligramo por metro cúbico kelvin,,,1/1/22,,(mg/m³)/K
L18,Miligramo por metro cúbico bar,,,1/1/22,,(mg/m³)/bar
L19,Mililitro por litro,,,1/1/22,,ml/l
L2,Litro por minuto,,,1/1/22,,l/min
L20,Reciprocidad del milímetro cúbico,,,1/1/22,,1/mm³
L21,Milímetro cúbico por metro cúbico,,,1/1/22,,mm³/m³
L23,Mol por hora ,,,1/1/22,,mol/h
L24,Mol por kilogramo kelvin,,,1/1/22,,(mol/kg)/K
L25,Mol por kilogramo bar,,,1/1/22,,(mol/kg)/bar
L26,Mol por litro kelvin,,,1/1/22,,(mol/l)/K
L27,Mol por litro bar,,,1/1/22,,(mol/l)/bar
L28,Mol por metro cúbico kelvin,,,1/1/22,,(mol/m³)/K
L29,Mol por metro cúbico bar,,,1/1/22,,(mol/m³)/bar
L30,Mol por minuto,,,1/1/22,,mol/min
L31,Milliroentgen aequivalent men,,,1/1/22,,mrem
L32,Nanogramo por kilogramo,,,1/1/22,,ng/kg
L33,Onza (avoirdupois) por día,,,1/1/22,,oz/d
L34,Onza (avoirdupois) por hora,,,1/1/22,,oz/h
L35,Onza (avoirdupois) por minuto,,,1/1/22,,oz/min
L36,Onza (avoirdupois) por segundo,,,1/1/22,,oz/s
L37,Onza (avoirdupois) por galón (UK),,,1/1/22,,oz/gal (UK)
L38,Onza (avoirdupois) por galón (EUA),,,1/1/22,,oz/gal (US)
L39,Onza (avoirdupois) por pulgada cúbica,,,1/1/22,,oz/in³
L40,Onza fuerza,,,1/1/22,,ozf
L41,Onza (avoirdupois) fuerza pulgada,,,1/1/22,,ozf·in
L42,Picosiemens por metro,,,1/1/22,,pS/m
L43,Peck (UK),"Un peck es una unidad tradicional de medida de volúmenes. Aunque puede ser utilizado para medir seco y líquido, se utiliza generalmente para las materias secas. Es igual a 1/4 bushel, 2 galones, o 8 cuartos de galón.",,1/1/22,,pk (UK)
L44,Peck (UK) por día,,,1/1/22,,pk (UK)/d
L45,Peck (UK) por hora,,,1/1/22,,pk (UK)/h
L46,Peck (UK) por minuto,,,1/1/22,,pk (UK)/min
L47,Peck (UK) por segundo,,,1/1/22,,pk (UK)/s
L48,"Peck (seco, estados unidos) por día",,,1/1/22,,pk (US dry)/d
L49,"Peck (seco, estados unidos) por hora",,,1/1/22,,pk (US dry)/h
L50,"Peck (seco, estados unidos) por minuto",,,1/1/22,,pk (US dry)/min
L51,"Peck (seco, estados unidos) por segundo",,,1/1/22,,pk (US dry)/s
L52,Libra.fuerza por pulgada cuadrada por libra fuerza por pulgada cuadrada,,,1/1/22,,psi/psi
L53,Pinta (UK) por día,,,1/1/22,,pt (UK)/d
L54,Pinta (UK) por hora,,,1/1/22,,pt (UK)/h
L55,Pinta (UK) por minuto,,,1/1/22,,pt (UK)/min
L56,Pinta (UK) por segundo,,,1/1/22,,pt (UK)/s
L57,"Pinta (líquido, estados unidos) por día",,,1/1/22,,pt (US liq.)/d
L58,"Pinta (líquido, estados unidos) por hora",,,1/1/22,,pt (US liq.)/h
L59,"Pinta (líquido, estados unidos) por minuto",,,1/1/22,,pt (US liq.)/min
L60,"Pinta (líquido, estados unidos) por segundo",,,1/1/22,,pt (US liq.)/s
L61,Pinta (US seco),Utilice pinta seca (código común PTD),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,Pt (US seco)
L62,Cuarto de galón (seco de los EUA),Utilice cuarto seco (EUA) (código común QTD),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,Qt (US seco)
L63,Slug por día,,,1/1/22,,slug/d
L64,Slug por pie segundo,,,1/1/22,,slug/(ft·s)
L65,Slug por pie cúbico,,,1/1/22,,slug/ft³
L66,Slug por hora,,,1/1/22,,slug/h
L67,Slug por minuto,,,1/1/22,,slug/min
L68,Slug por segundo,,,1/1/22,,slug/s
L69,Tonelada por kelvin,,,1/1/22,,t/K
L70,Tonelada por bar,,,1/1/22,,t/bar
L71,Tonelada por día,,,1/1/22,,t/d
L72,Tonelada por día kelvin,,,1/1/22,,(t/d)/K
L73,Tonelada por día bar,,,1/1/22,,(t/d)/bar
L74,Tonelada por hora kelvin,,,1/1/22,,(t/h)/K
L75,Tonelada por hora bar,,,1/1/22,,(t/h)/bar
L76,Tonelada por metro cúbico kelvin,,,1/1/22,,(t/m³)/K
L77,Tonelada por metro cúbico bar,,,1/1/22,,(t/m³)/bar
L78,Tonelada por minuto,,,1/1/22,,t/min
L79,Tonelada por minuto kelvin,,,1/1/22,,(t/min)/K
L80,Tonelada por minuto bar,,,1/1/22,,(t/min)/bar
L81,Tonelada por segundo,,,1/1/22,,t/s
L82,Tonelada por segundo kelvin,,,1/1/22,,(t/s)/K
L83,Tonelada por segundo bar,,,1/1/22,,(t/s)/bar
L84,Tonelada (flota UK),,,1/1/22,,British shipping ton
L85,Tonelada larga por día,,,1/1/22,,ton (UK)/d
L86,Tonelada (flota estados unidos),,,1/1/22,,(US) shipping ton
L87,Tonelada corta por grado fahrenheit,,,1/1/22,,ton (US)/°F
L88,Tonelada corta por día,,,1/1/22,,ton (US)/d
L89,Tonelada corta por hora grados fahrenheit,,,1/1/22,,ton (US)/(h·°F)
L90,Tonelada corta por hora libra-fuerza por pulgada cuadrada,,,1/1/22,,(ton (US)/h)/psi
L91,Tonelada corta por psi,,,1/1/22,,ton (US)/psi
L92,Tonelada larga (UK) por yarda cúbica,,,1/1/22,,ton.l/yd³ (UK)
L93,Tonelada corta (estados unidos) por yarda cúbica,,,1/1/22,,ton.s/yd³ (US)
L94,Tonelada fuerza,,,1/1/22,,ton.sh-force
L95,Año común,"Es un año civil de 365 días, uno menos que el año bisiesto, por lo que tiene exactamente 52 semanas y un día. El reparto de los años civiles entre años comunes y años bisiestos se hace de acuerdo con el calendario gregoriano: en cada período de 400 años hay 303 comunes y 97 bisiestos.",,1/1/22,,y (365 days)
L96,Año sideral,"Es el tiempo que trascurre entre dos pasos consecutivos de la Tierra por un mismo punto de su órbita, tomando como referencia a las estrellas.",,1/1/22,,y (sidereal)
L98,Yarda por grado fahrenheit,,,1/1/22,,yd/°F
L99,Yarda por psi (libra por pulgada cuadrada),,,1/1/22,,yd/psi
LA,Libra por pulgada cúbica ,,,1/1/22,,lb/in³
LAC,Porcentaje de exceso de lactosa,Unidad de proporción que define el porcentaje de lactosa en un producto que excede un nivel de porcentaje definido.,,1/1/22,,
LBR,Libra,"Unidad monetaria de Irlanda (hasta su sustitución por el euro), Reino Unido, Chipre, Egipto, Líbano, Malta, Siria y otros países.",,1/1/22,,lb
LBT,Troy pound,,,1/1/22,,
LC,Centímetro lineal,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
LD,Litro por día,,,1/1/22,,l/d
LE,Lite,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
LEF,Hoja,Unidad de conteo que define el número de hojas.,,1/1/22,,
LF,Pie lineal,Unidad de conteo que define el número de pies (12 pulgadas) de longitud de un objeto de ancho uniforme.,,1/1/22,,
LH,Hora de trabajo,Unidad de tiempo que define el número de horas de trabajo.,,1/1/22,,
LI,Pulgada lineal,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
LJ,Spray grande,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
LK,Enlazar,Unidad de distancia igual a 0.01 cadena.,,1/1/22,,
LM,Metro lineal,Unidad de conteo que define el número de metros de longitud de un objeto de ancho uniforme.,,1/1/22,,
LN,Longitud,Unidad de distancia que define la extensión lineal de un elemento medido de extremo a extremo.,,1/1/22,,
LO,Lote [unidad de adquisición],Unidad de conteo que define el número de lotes (lote: una colección de artículos asociados).,,1/1/22,,
LP,Libra líquida,Unidad de masa que define el número de libras de una sustancia líquida.,,1/1/22,,
LPA,Litro de alcohol puro,Unidad de volumen igual a un litro de alcohol puro.,,1/1/22,,
LR,Capa ,Unidad de conteo que define el número de capas.,,1/1/22,,
LS,Suma global,Unidad de conteo que define el número de cantidades monetarias completas o completas.,,1/1/22,,
LTN,Tonelada (UK) o tonelada larga (estados unidos),Sinónimo: tonelada bruta (2240 ​​lb),,1/1/22,,ton (UK)
LTR,Litro,"Es una unidad de volumen equivalente a un decímetro cúbico (1 dm³). Su uso es aceptado en el Sistema Internacional de Unidades (SI), aunque ya no pertenece estrictamente a él.",,1/1/22,,l
LUB,"Tonelada métrica, aceite lubricante",Unidad de masa que define el número de toneladas métricas de aceite lubricante.,,1/1/22,,
LUM,Lumen,"El lumen es la unidad estándar del flujo luminoso de una fuente de luz. Es una unidad derivada del sistema internacional, basada en la candela.",,1/1/22,,lm
LUX,Lux,Un lux es la incidencia perpendicular de un lumen en una superficie de 1 metro cuadrado. Equivale a 0.0929 lúmenes.,,1/1/22,,lx
LX,Yarda lineal por libra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
LY,Yarda lineal,Unidad de conteo que define el número de unidades de 36 pulgadas en longitud de un objeto de ancho uniforme.,,1/1/22,,
M0,cinta magnética,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
M1,Miligramo por litro,,,1/1/22,,mg/l
M10,Reciprocidad de la yarda cuadrada,,,1/1/22,,1/yd³
M11,Yarda cúbica por grado fahrenheit,,,1/1/22,,yd³/°F
M12,Yarda cúbica por día,,,1/1/22,,yd³/d
M13,Yarda cúbica por hora ,,,1/1/22,,yd³/h
M14,Yarda cúbica por psi (libra por pulgada cuadrada),,,1/1/22,,yd³/psi
M15,Yarda cúbica por minuto,,,1/1/22,,yd³/min
M16,Yarda cúbica por segundo,,,1/1/22,,yd³/s
M17,Kilohertz metro,,,1/1/22,,kHz·m
M18,Gigahertz metro,,,1/1/22,,GHz·m
M19,Beaufort,"Una medida empírica para describir la velocidad del viento basada principalmente en condiciones marinas observadas. La escala de Beaufort indica la velocidad del viento por números que típicamente varían de 0 para la calma, a 12 para el huracán.",,1/1/22,,Bft
M20,Recíproco de megakelvin o megakelvin a la potencia menos 1,,,1/1/22,,1/MK
M21,Kilovoltio-amperio hora reciprocidad,,,1/1/22,,1/kVAh
M22,Milímetro por centímetro cuadrado minuto,,,1/1/22,,(ml/min)/cm²
M23,Newton por centímetro,,,1/1/22,,N/cm
M24,Ohm kilómetro,,,1/1/22,,Ω·km
M25,Porcentaje por grado celsius,"Unidad de proporción, igual a 0,01, en relación a una temperatura de un grado.",,1/1/22,,%/°C
M26,GigaOhm por metro,,,1/1/22,,GΩ/m
M27,Megahertz metro,,,1/1/22,,MHz·m
M29,Kilogramo por kilogramo,,,1/1/22,,kg/kg
M30,voltio-amperio segundo reciprocidad,,,1/1/22,,1/(V·A·s)
M31,Kilogramo por kilómetro,,,1/1/22,,kg/km
M32,Segundos pascal por litro,,,1/1/22,,Pa·s/l
M33,MiliMol por litro,,,1/1/22,,mmol/l
M34,Newton metro por metro cuadrado,,,1/1/22,,N·m/m²
M35,Milivoltio - amperio,,,1/1/22,,mV·A
M36,Mes de 30 días,"Unidad de cuenta que define el número de meses expresado en múltiplos de 30 días, un día es igual a 24 horas.",,1/1/22,,mo (30 days)
M37,Actual 360,"Unidad de cuenta que define el número de años expresado en múltiplos de 360 días, un día es igual a 24 horas.",,1/1/22,,y (360 days)
M38,Kilómetro por segundo cuadrado,1000 veces de la unidad base del sistema internacional dividido por la potencia de la unidad base del sistema internacional por el segundo al  exponente 2.,,1/1/22,,km/s²
M39,Centímetro por segundo cuadrado,0.01 veces de unidad de base del sistema internacional dividido por la potencia de la unidad de base del sistema internacional en segundo lugar por el exponente 2.,,1/1/22,,cm/s²
M4,Valor monetario,Unidad de medida expresada como un monto monetario.,,1/1/22,,
M40,Yarda por segundo cuadrado,"Unidad de longitud de acuerdo con el sistema Anglo-Americano y el sistema imperial de unidades, dividido por la potencia de la unidad del sistema internacional, segundo elevado al exponente 2.",,1/1/22,,yd/s²
M41,Milímetro por segundo cuadrado,"0.001 veces de unidad de base del sistema internacional, dividido por la potencia de la unidad de base del sistema internacional por el segundo exponente 2.",,1/1/22,,mm/s²
M42,Milla (milla estatal)  por segundo cuadrado,Unidad de la longitud según el sistema Imperial de unidades dividido por la potencia de la unidad base del sistema internacional por segundo por el exponente 2.,,1/1/22,,mi/s²
M43,Mil (unidad de Medida Militar),"Unidad para indicar un ángulo en la zona militar, igual a la 6400ª parte del círculo completo del 360° ó 2  pi radian.",,1/1/22,,mil
M44,Revolución,Unidad para identificar un ángulo de un círculo de 360 grados ó 2*pi*radio (Referencia ISO/TC12 SI Guía).,,1/1/22,,rev
M45,Grado por segundo cuadrado,360 partes de un círculo completo dividido por la potencia de la unidad de base SI en segundo lugar y el exponente 2.,,1/1/22,,°/s²
M46,Revolución por minuto,,,1/1/22,,r/min
M47,Circular Mil,Unidad que representa el área del círculo de un mil de diámetro.,,1/1/22,,cmil
M48,Milla cuadrada (basado en u.s survey foot),Unidad de área que es principalmente usada en la agricultura y en la forestación.,,1/1/22,,mi² (US survey)
M49,Cadena ," Es una unidad de longitud utilizada para medir terrenos. Equivale a 20,1168 metros, y en inglés se llama surveyor chain.",,1/1/22,,ch (US survey) 
M5,Microcurie,,,1/1/22,,µCi
M50,Estadio,Unidad comunmente usada en Gran Bretaña en distancias rurales: 1 furlong = 40 rods = 10 cadenas (UK) =1/8 de milla = 1/10 furlong = 220 yardas =660 pies.,,1/1/22,,fur
M51,Pie (Topografía UEA),Unidad comunmente usada en los estados unidos para la inspección de artillería.,,1/1/22,,ft (US survey) 
M52,Milla,Unidad comunmente usada en los Estados Unidos para la inspección de artillería.,,1/1/22,,mi (US survey) 
M53,Metro por pascal,"Metro, unidad del Sistema Internacional dividido por Pascal, Unidad del Sistema Internacional",,1/1/22,,m/Pa
M55,Metro por radián,Unidad del factor de conversión para la implementación de rotación a movimiento lineal.,,1/1/22,,m/rad
M56,Shake ,Unidad para un periódo muy corto.,,1/1/22,,shake
M57,Milla por minuto,Unidad de velocidad del sistema inglés de unidades.,,1/1/22,,mi/min
M58,Milla por segundo,Unidad de velocidad del sistema inglés de unidades.,,1/1/22,,mi/s
M59,Metro por segundo pascal,Metro dividido por el producto de SI unidad base segundo y el derivado unidad SI pascal.,,1/1/22,,(m/s)/Pa
M60,Metro por hora,"Metro,unidad del sistema internacional dividido por la unidad de hora.",,1/1/22,,m/h
M61,Pulgada por año,Unidad de longitud según el sistema de unidades Anglo-Americano y el sistema Imperial de unidades dividido por la unidad común año de 365 días.,,1/1/22,,in/y
M62,Kilómetro por segundo,1000 veces del medidor de unidad de base SI dividido por la segunda unidad de base SI.,,1/1/22,,km/s
M63,Pulgada por minuto,Unidad de pulgada de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,,1/1/22,,in/min
M64,Yarda por segundo,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por la unidad de base segundo.,,1/1/22,,yd/s
M65,Yarda por minuto,Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad.,,1/1/22,,yd/min
M66,Yarda por hora,"Unidad de yarda de acuerdo con el sistema Anglo-Americano y el sistema Imperial de unidades, dividido por la unidad de minuto.",,1/1/22,,yd/h
M67,Acre-pie,"Unidad de volúmen, la cúal es usada en los Estados Unidos para medir la capacidad de las presas.",,1/1/22,,acre-ft (US survey)
M68,Cordón,Unidad tradicional del volumen de leña apilada que se ha medido con un cordón.,,1/1/22,,cord
M69,Milla cúbica (reinounido),,,1/1/22,,mi³
M7,Micro-pulgada,,,1/1/22,,µin
M70,Unidad tradicional de capacidad de carga,,,1/1/22,,RT
M71,Metro cúbico por pascal (joules),"Unidad de Energía del sistema internacional, metro elevado al exponente 3 y dividido por la unidad pascal.",,1/1/22,,m³/Pa
M72,Bel,"las décimas de bel, o decibeles. El logaritmo de la relación del sonido o la señal con un estándar proporciona la medición del decibel. ... El símbolo correspondiente a la unidad es B, pero dB es la unidad estándar.",,1/1/22,,B
M73,Kilogramo por metro cúbico pascal,"Unidad base del sistema internacional kilogramo, dividido por el producto de metro elevado al exponente 3 por pascal.",,1/1/22,,(kg/m³)/Pa
M74,Kilogramo por pascal,,,1/1/22,,kg/Pa
M75,Kilolibra fuerza,"100 veces la unidad de fuerza, libra fueza de acuerdo con la relación del sistema de unidades  Anglo-Americano",,1/1/22,,kip
M76,Poundal,"Unidad no conforme al sistema internacional de la potencia, que corresponde a una masa de una libra multiplicada con la aceleración de un pie por segundo cuadrado.",,1/1/22,,pdl
M77,Kilogramo metro por segundo cuadrado,"Producto del kilogramo,unidad base del sistema internacional y del metro, unidad base del sistema internacional dividido por la potencia del segundo elevado al exponente 2.",,1/1/22,,kg·m/s²
M78,Pond,"0.001 veces de la unidad del peso, definida como una masa de 1 kg que se encuentra sobre una fuerza de peso de 1 kp por la fuerza gravitatoria al nivel del mar, que corresponde a una fuerza de 9,806 65 newton.",,1/1/22,,p
M79,Pie cuadrado por hora,"Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 2 y dividido por la unidad derivada pascal del sistema internacional de unidades.",,1/1/22,,ft²/h
M80,Stokes por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad stokes dividido por la unidad derivada del sistema internacional, pascal.",,1/1/22,,St/Pa
M81,Centímetro cuadrado por segundo,,,1/1/22,,cm²/s
M82,Metro cuadrado por segundo pascal,"Potencia de la unidad base, metro, del sistema internacional con el exponente 2, dividido por la unidad base, segundo, y la unidad derivada, pascal, ambas del sistema internacional.",,1/1/22,,(m²/s)/Pa
M83,Denier,Unidad tradicional para la indicación de la masa lineal de fibras e hilados textiles.,,1/1/22,,den
M84,Libra por yarda ,Unidad de masa lineal según el sistema de unidades avoirdupois.,,1/1/22,,lb/yd
M85,"Tonelada, ensayo","Unidad de masa no conforme al sistema internacional, utilizada en la mineralogía para determinar la concentración de metales preciosos en el mineral de acuerdo con la masa del metal precioso en miligramos en una muestra de la masa de un sonido de ensayo (número de onzas troy en una tonelada corta (1 000 lb)).",,1/1/22,,
M86,Libra Alemana,Anticuada unidad de masa usada en Alemania.,,1/1/22,,pfd
M87,Kilogramo por segundo pascal,Es la unidad base kilogramo dividido por el producto de la unidad base segundo y la derivada de la unidad pascal.,,1/1/22,,(kg/s)/Pa
M88,Tonelada por mes,Unidad tonelada métrica dividida por la unidad mes,,1/1/22,,t/mo
