c_CodigoPostal,c_Estado,c_Municipio,c_Localidad,Estímulo Franja Fronteriza,Fecha inicio de vigencia ,Fecha fin de vigencia ,Referencias del Huso Horario
04432,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04433,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04434,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04435,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04436,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04437,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04438,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04439,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04440,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04441,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04442,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04443,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04444,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04445,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04446,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04447,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04448,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04449,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04450,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04451,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04452,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04453,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04454,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04455,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04456,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04457,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04458,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04459,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04460,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04461,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04462,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04463,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04464,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04465,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04466,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04467,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04468,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04469,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04470,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04471,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04472,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04473,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04474,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04475,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04476,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04477,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04478,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04479,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04480,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04481,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04482,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04483,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04484,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04485,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04486,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04487,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04488,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04489,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04490,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04491,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04492,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04493,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04494,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04495,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04496,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04497,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04498,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04499,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04500,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04501,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04502,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04503,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04504,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04505,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04506,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04507,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04508,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04509,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04510,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04511,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04512,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04513,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04514,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04515,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04516,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04517,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04518,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04519,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04520,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04521,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04522,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04523,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04524,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04525,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04526,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04527,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04528,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04529,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04530,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04531,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04532,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04533,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04534,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04535,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04536,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04537,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04538,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04539,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04540,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04541,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04542,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04543,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04544,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04545,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04546,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04547,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04548,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04549,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04550,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04551,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04552,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04553,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04554,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04555,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04556,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04557,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04558,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04559,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04560,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04561,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04562,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04563,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04564,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04565,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04566,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04567,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04568,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04569,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04570,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04571,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04572,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04573,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04574,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04575,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04576,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04577,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04578,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04579,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04580,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04581,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04582,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04583,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04584,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04585,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04586,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04587,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04588,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04589,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04590,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04591,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04592,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04593,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04594,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04595,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04596,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04597,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04598,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04599,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04600,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04601,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04602,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04603,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04604,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04605,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04606,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04607,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04608,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04609,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04610,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04611,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04612,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04613,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04614,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04615,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04616,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04617,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04618,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04619,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04620,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04621,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04622,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04623,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04624,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04625,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04626,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04627,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04628,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04629,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04630,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04631,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04632,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04633,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04634,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04635,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04636,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04637,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04638,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04639,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04640,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04641,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04642,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04643,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04644,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04645,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04646,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04647,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04648,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04649,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04650,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04651,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04652,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04653,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04654,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04655,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04656,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04657,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04658,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04659,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04660,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04661,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04662,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04663,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04664,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04665,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04666,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04667,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04668,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04669,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04670,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04671,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04672,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04673,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04674,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04675,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04676,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04677,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04678,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04679,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04680,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04681,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04682,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04683,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04684,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04685,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04686,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04687,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04688,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04689,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04690,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04691,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04692,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04693,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04694,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04695,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04696,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04697,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04698,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04699,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04700,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04701,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04702,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04703,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04704,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04705,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04706,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04707,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04708,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04709,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04710,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04711,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04712,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04713,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04714,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04715,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04716,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04717,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04718,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04719,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04720,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04721,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04722,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04723,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04724,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04725,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04726,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04727,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04728,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04729,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04730,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04731,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04732,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04733,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04734,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04735,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04736,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04737,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04738,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04739,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04740,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04741,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04742,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04743,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04744,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04745,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04746,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04747,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04748,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04749,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04750,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04751,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04752,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04753,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04754,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04755,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04756,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04757,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04758,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04759,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04760,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04761,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04762,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04763,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04764,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04765,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04766,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04767,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04768,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04769,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04770,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04771,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04772,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04773,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04774,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04775,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04776,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04777,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04778,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04779,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04780,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04781,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04782,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04783,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04784,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04785,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04786,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04787,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04788,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04789,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04790,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04791,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04792,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04793,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04794,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04795,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04796,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04797,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04798,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04799,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04800,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04801,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04802,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04803,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04804,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04805,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04806,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04807,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04808,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04809,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04810,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04811,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04812,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04813,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04814,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04815,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04816,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04817,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04818,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04819,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04820,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04821,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04822,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04823,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04824,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04825,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04826,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04827,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04828,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04829,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04830,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04831,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04832,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04833,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04834,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04835,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04836,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04837,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04838,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04839,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04840,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04841,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04842,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04843,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04844,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04845,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04846,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04847,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04848,DIF,,,0,1/7/19,4/30/22,Tiempo del Centro
04849,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
04850,DIF,003,04,0,1/7/19,4/30/22,Tiempo del Centro
